0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
166396192,-7024880.317,-5455292.199,-6687083.197,-2705442.756,3964719.041,2895437.733,2904645.548,108221.7172,-2031103.946,35110.77258,-244535.7637,-173079.9526,-1707725.631,-91329.69753,-503944.5302,-1588144.861,741520.0908,664565.2581,755616.0137,754437.6356,1180104.056,-486514.9942,169255.8167,-1291965.463,-305839.3334,-141004.946,955946.5349,337902.7748,1376022.114,1
25127584,-6297957.483,210702.1653,1179271.474,2004186.751,299616.3326,966277.4246,1104737.336,1614889.58,1852456.371,700088.6857,849092.0807,31931.93683,1009297.688,546449.203,1426703.459,1273827.492,1243978.518,1610221.406,1488013.645,808133.6128,645304.927,1157475.784,1228480.142,1474876.009,992477.0217,979089.261,740495.4835,720765.63,461183.1533,0
165691778,26597331.35,554185.8604,-5704888.78,5258365.043,8655232.313,-3932936.571,-5463985.834,3236353.899,1885184.868,-3944933.095,-1452694.645,565760.0057,-404090.275,-1705997.186,-335468.9966,676338.5189,-293196.5139,130342.4713,102864.9342,109383.663,449284.2426,-24911.34377,87672.60904,631047.5625,-134214.6808,-544948.3126,176528.5128,-2952.247441,-666433.4853,1
201179846,11504386.82,21760676.23,14298868.95,3072559.696,6469062.299,1389639.633,-1707510.921,3119290.201,1154434.293,-832928.7463,1055764.518,-1053831.641,588377.4301,377760.5373,-2864117.417,153301.7784,-141833.0316,-244669.5379,1313607.466,1025523.787,-1121806.247,-69981.71545,-518636.4044,755738.5373,-263252.8545,195278.0814,-421371.4846,882427.7047,299116.0334,1
190141354,-1163163.75,3320806.362,432639.3449,-12750914.67,-9320692.49,1246502.469,-948830.9499,-1799733.875,3111819.202,523265.2342,-1182792.076,2240520.098,585608.7293,1611704.252,-1016475.397,-201071.3524,-2292457.774,520425.8917,912448.6446,37843.00584,-378182.2424,-278640.7872,-787601.9571,-809517.5637,-117966.1437,616257.3348,755359.1391,-576882.948,785921.5289,0
139946204,21003565,-18654416.94,501148.6161,670211.0096,-9211899.861,-291525.5372,-1722595.92,-8594257.884,903106.4826,-3802751.889,-761811.0649,146983.2971,670343.859,-102554.2196,2694176.347,2980745.904,896725.2948,1829070.954,-118423.1438,1214793.322,407191.3511,-264413.5254,13011.3308,-1213528.137,758868.8743,-3231614.041,1251877.002,-3360584.888,-26020.03796,0
134121932,8920024.807,-16703064.78,-11432780.2,2177295.242,-6008662.882,-1235285.018,5477188.801,419569.4562,-1078005.688,-8569372.118,-5384009.132,-430594.1757,5998318.679,-2866336.262,-3249061.581,-4916980.494,148551.3546,-1576730.981,-1077203.787,-3960814.694,435554.9306,-196549.9385,2972631.471,-663901.804,-2106550.259,-4773753.329,885525.4188,-1545671.364,2026951.806,1
144419902,9832388.8,-6709027.253,479063.0092,2481710.643,2445980.509,-984871.8315,-1746856.821,4330139.206,-100007.4583,1266215.203,-192588.5336,602519.4634,1116970.724,526608.6687,277909.8567,-246834.6177,280956.8769,-122750.3748,843093.0793,-159805.3786,-536509.5534,-296415.974,62244.15462,88547.06773,-103796.4742,-324958.0531,-696627.7742,373478.333,-140928.866,0
110939034,5896896.369,8171901.636,15895580.89,4198050.776,2657982.283,4155391.179,1950594.447,206485.4757,1479463.224,-1069359.377,-636984.2128,33681.14741,-117094.1304,-322196.8212,632442.1317,237622.5006,460706.3906,1043785.009,360661.7284,28228.34783,702520.8864,435401.0844,-492579.9989,152481.8359,-184410.3039,-108179.4937,-201776.8738,121212.1634,-10940.77518,1
77272322,-22149838.39,6757151.345,598618.4325,-10848214.35,3032175.892,1633572.349,-2609966.657,828463.4259,1849919.587,639986.375,-1380171.929,-27654.31335,-500861.184,-1471303.539,1671296.783,-106005.4402,34800.27217,121773.8146,460661.5073,-628292.31,-720371.9598,1008271.203,-83083.14607,-669072.8676,574378.2454,-389334.3144,-401449.7609,586037.8819,-208559.5187,0
176473190,-12930982.38,36463648.65,-4537648.61,745009.0459,8042624.923,-7154141.441,2510097.975,2355506.274,-2431911.486,3050911.737,-3585334.551,1589649.376,2417839.669,-1868812.866,2807514.066,-1888233.83,1346687.282,2457962.558,-2048045.73,-335634.1582,-1316390.415,-329084.1839,2019415.926,-194451.01,-284763.0358,-964282.9725,249400.9313,779480.3665,-667893.7632,1
37001586,4039351.887,-1532028.166,1290110.167,2092796.795,-31356.34866,-1202879.12,-11285.98162,1793912.231,-321675.0257,285592.2316,24539.63581,459574.0805,-126254.9074,-1254962.583,501542.1412,97722.93331,321599.3472,26731.79094,56962.91863,742149.451,754572.8404,127666.7982,133779.0783,-223809.7544,312035.4484,299877.2707,289774.5872,-195406.4079,628927.6538,0
159751126,7295224.914,-2519809.084,4311581.666,-756366.1566,2057692.365,196893.2932,518364.6199,210473.8802,-423184.084,1132711.585,122504.1079,-589083.5407,-949855.5593,1234363.27,458493.5742,985995.3346,-186647.4177,532759.0009,541092.9376,-448056.5401,82615.78517,-827158.4075,-100072.9528,-632715.5072,228672.3014,475040.8902,209741.6926,160458.8882,-217339.4222,0
152247316,20385736.23,143598.2252,5590700.842,1371159.115,809594.2612,492584.1467,-785766.107,649100.222,380896.3859,-249435.5408,532626.8305,-336687.1709,592232.7632,667300.7045,-460280.0721,518022.0197,627845.2026,-370898.0506,412914.8852,20898.22655,341786.1857,356162.8098,-320373.379,-55432.28402,-113229.0569,-285655.3471,154364.58,79869.01108,186053.206,1
197103640,14067467.3,-11917421.28,1570004.891,-7766916.609,3568612.02,5177757.641,-6846340.845,-475745.3423,4884786.916,-1094474.584,-5169487.636,3889570.589,2000893.802,-3912387.037,653632.8354,1464580.515,-598763.547,-940127.4915,753939.9747,450084.8244,-996632.7129,92278.93164,938905.9542,-974077.5517,585527.5192,38523.68788,-865552.9752,1254257.834,-609726.4682,1
93122816,8840111.744,-9014799.916,-9775309.151,-2229639.874,5099202.682,2907883.083,2662584.818,2498045.431,2276768.91,-361260.7269,1375812.887,-1109329.197,102635.6147,1007793.325,1320260.134,1946102.543,1852608.64,695090.1665,-6750.609928,-53291.56991,440965.0955,667224.9592,1177958.14,132314.0059,-59114.11655,214676.947,469275.2947,-179808.9496,-19911.87421,0
205242828,41390816.57,-12704484.37,-8573146.805,6672819.822,-1927169.746,-3423225.035,3596824.616,291952.6674,-2557210.881,1711347.097,1237289.372,-1614063.568,-600402.6549,518365.9588,-52197.55423,-1010536.14,204350.0028,316831.9592,-125559.5929,273653.7761,388094.8698,-111838.0836,-34897.38894,489699.0255,-492129.8185,-393280.9994,344590.7485,-293381.7357,-314172.2966,0
147944242,195190.54,-4957019.814,-62993.03665,1712965.191,1954806.937,-3297747.121,-1823598.512,2548153.577,636285.6456,-1007167.439,-1835494.756,-658330.0004,-552185.8926,306096.9212,1557919.561,26264.03111,-368522.3597,1664903.38,-225484.2241,-1472928.098,-483625.5548,128960.3831,703809.5071,-161616.4436,-863298.8394,-314798.2425,225266.531,478240.7092,19491.69842,0
97865400,5856228.307,7183398.744,202814.9337,-13045956.22,10934555.68,2647086.236,-1364759.749,5870668.193,-2326253.525,-6007468.428,-636122.2602,-769051.5565,5209673.897,3779399.508,-3419050.255,-515747.4502,-2971439.601,-2549200.845,4333053.826,177020.4439,899580.0491,1919255.911,-2672013.832,-933482.2468,653073.8319,-792147.9008,2533262.847,1832813.899,-1619289.358,0
131264536,60765048.24,-5896932.026,-16181691.19,-8683381.534,-2404024.888,1571257.142,-1387621.427,-980142.5399,-5902.243452,-2093204.744,-814405.0612,623273.8951,-579732.6776,-81407.44098,487156.3175,-305908.0486,-88515.26558,-745634.1943,187095.6954,-151629.9853,168705.3331,-301133.4427,-41449.68861,78622.55724,-74876.12258,108518.3212,-242879.2992,95032.08926,-209662.91,1
197262178,-37356691.22,-4929809.676,5451839.037,-1603920.722,-3698041.428,-3256056.156,-3816136.471,-3439860.764,-218449.7543,-1453739.741,553948.9344,2510468.638,1023165.843,904901.8634,692803.4783,-1761881.616,-984330.7117,-426738.5817,-1058672.186,1018897.946,1209647.723,313044.9843,-820013.9522,-1335709.092,-636993.0902,-1040402.175,61378.14135,-1046737.015,-160310.439,1
138438890,9109827.595,10279806.94,-7268173.862,6206888.752,598602.1371,10725323.31,821656.3575,-4716077.441,-6526310.163,872987.9779,3586669.66,4826194.864,3240126.515,-1275878.568,-2499186.465,-477243.9845,2115215.777,1759681.477,92426.9226,584992.0015,-1927151.259,-50465.29408,335002.933,533351.0064,-682060.4261,1074416.379,942685.5541,-784471.8767,303134.4364,1
120698770,-20570023.7,-3995838.178,13141899.47,-2977076.211,3126131.427,2808648.497,-2474288.595,4956625.789,-1336860.178,483690.6885,-4109707.938,2985294.757,3139993.637,-1924541.711,232909.8832,379704.9414,1369662.302,45370.97371,-1555799.652,-359829.6672,-455376.9883,-45066.23672,-1525376.031,463324.3014,461740.2707,793371.4774,461515.3537,1512.287125,36610.29136,1
149616714,4576302.043,-2430553.586,2972892.933,333597.3781,313443.0763,268722.7398,340386.9595,-153215.3888,-501794.0814,-147359.9804,712686.72,528607.0785,-7577.435396,-272530.0332,-155360.4385,74714.61197,122818.8357,187788.3948,129749.968,-47497.69166,121725.3911,93249.99435,25843.89846,100378.487,94595.38513,186677.4554,103899.7531,70256.51552,69481.04258,0
120590026,3989985.212,2547791.898,2916466.599,2130705.979,-948006.3421,-3028703.932,-837291.8637,921491.0714,372138.0641,-783088.3816,122177.8996,-523069.1152,-250933.8613,-342943.6493,-892369.1225,-267985.5614,168875.5492,32.1086599,8128.698269,207112.8686,-272052.8701,-177852.1596,-36174.04344,57360.46856,-293390.3521,52638.75685,139311.6143,213894.2964,227421.6595,0
160749628,-14285668.3,7395451.715,4151441.258,11896664.06,11079667.33,10531568.77,2051916.382,8553548.816,-4420222.157,7870990.182,-2952087.001,2667418.143,5052388.748,-2574458.494,1577193.406,129223.4595,1019251.062,-3555858.822,1997489.799,-2457854,2420637.113,962469.1316,327468.7441,-258010.2077,199476.5977,1796918.702,-2121466.317,2234398.419,-2721083.874,1
170567128,13855395.47,-21366487.82,-5081701.033,7955778.537,-7079520.91,2094174.327,1696402.192,-1422257.741,-2635409.782,3582505.226,-3096265.04,1451155.873,1522223.231,-2210338.672,1133097.691,750505.2822,-1196401.524,1034009.694,-369795.3694,-396253.5147,603871.968,-135417.8261,-1079044.508,1025327.248,119535.7622,-48719.84837,207824.0128,327442.1348,-846128.6329,1
179731030,34576794.46,-3650811.943,6280262.343,4129273.9,353758.7277,2576118.328,426711.731,-1704363.189,1898856.064,677910.1475,1486762.645,2348148.433,-426072.9809,-660349.286,108369.571,65296.30181,-491709.7509,787264.0404,109546.4096,199331.1423,1009523.843,-473139.0268,112622.95,1710.966259,-168874.1507,441957.404,-282378.3073,455737.4888,-87441.18421,1
134406072,3207073.368,-11602020.62,2387180.653,-6055296.277,1058091.993,1387251.561,1768521.488,-621103.6887,216255.8849,-376528.853,-127322.8337,-1260307.31,-920377.4699,-1118083.872,207043.3531,-690330.4384,-20336.21715,-446561.7272,-413253.528,-324882.3067,85368.90681,542641.4733,569761.164,76189.61081,364664.4653,-655042.2095,-5445.692808,-166089.7226,371564.7604,1
161210070,-803019.5417,-1091731.663,-635446.7331,-1735484.424,-803625.9495,-1240715.991,1816560.165,111764.4843,1595015.93,-1886968,739696.1786,-1459736.78,1157304.927,1456477.383,-620027.864,-862366.556,-884406.4995,740750.7444,198961.7785,395334.4104,-1052198.71,-439078.7556,946715.3629,-683082.045,545910.3068,58218.08988,-34765.56372,392276.3577,-211072.3071,1
125204944,-709403.814,-7824869.75,1913056.221,-229209.7905,-1458549.817,-415022.4958,1422427.724,376977.2177,-611858.0125,157664.5525,-271236.364,127376.7058,-235745.5848,-52699.08381,317872.4001,-443928.4912,183955.6586,-59811.04638,-372396.9161,-10057.52559,-299905.6288,-27978.89009,-39329.6748,151278.9228,52428.5887,-80065.20715,157401.9712,-98302.14904,-91848.42482,0
130533300,7186635.385,-9557269.183,9080169.19,-548225.2265,-649676.3785,4044171.314,-5676361.208,1291125.923,532257.5053,-3776030.907,693094.5253,-207647.7035,663626.485,819379.236,832474.4789,-409901.0988,-715907.9819,-762432.9844,-174415.7634,-557316.5254,1171090.836,-978632.5121,273875.6586,570911.2457,-137532.6806,-105355.9953,595862.2589,57163.50817,514390.5547,0
193752686,38447328.88,8754944.921,-8806033.633,-6148789.411,-234580.0656,6409210.051,937187.651,-5127751.127,414051.7488,575665.6387,1747829.36,802151.4668,-3958105.843,924811.2735,3457572.49,-3071391.685,-150376.7356,1438915.52,-690373.0417,219029.7351,-169653.6013,-458329.9911,596550.1999,681101.1942,-1164685.084,-409081.6641,1224883.212,43049.62183,-614502.0753,1
6591444,-363055.1622,2013776.014,-72794.67629,59335.33178,96826.53153,-186080.2833,187364.4665,-158606.3536,-33837.20351,37234.52192,-32261.86922,100048.3567,-102318.5141,49976.0851,-97169.48636,-14968.12042,4334.8661,-50952.68884,119362.6613,16015.76354,43289.44858,-7106.523237,-11211.48458,-54386.08341,-85175.73959,26644.02147,5043.743453,63857.06847,5397.627296,0
69237668,10712090.57,6365911.4,3974305.299,979824.3091,1298886.166,-639394.2665,-317406.555,2445.731794,-193419.4468,-679800.2725,26233.434,-564617.4153,-347046.522,-289014.4442,-351529.045,-347733.8883,-68954.24354,-164152.3525,-92653.94467,-204939.6083,-333679.5682,-212286.0934,-43119.74302,-161871.9067,-113485.0816,13270.26797,-104647.1877,-225203.9787,101082.0211,0
205606962,-14802527.72,19251614.2,25568464.61,17587855.88,5775910.69,6525246.674,4734453.526,-1637119.158,-901153.4152,1319689.036,2256722.301,-1328263.435,-1024243.22,1314556.532,-983794.7701,-789874.9313,-703187.8067,-38000.24347,1215045.004,258303.6392,-313124.4733,-617042.3666,1053870.187,-1116261.095,-310068.763,536521.3514,-684217.2402,-397074.5073,739981.9885,1
59932070,-43195.27206,-782392.4164,-2413122.014,3601626.081,1018084.301,-4222599.82,608314.0673,-1109302.47,99685.14224,1020782.544,-817785.7672,-494343.8844,755640.9949,298894.1318,942816.6578,575562.7643,671449.4575,683906.4203,722379.2254,-302312.1209,20912.24111,-1135576.449,-405443.382,-927921.2027,177515.2218,-437191.4566,201461.586,-523774.9459,207311.032,1
206270746,-28105901.91,-17337563.22,-4881722.215,1615290.115,4615073.842,-1570660.175,1447717.073,415181.62,704962.8274,736267.6384,-456643.1443,-149206.8163,191472.4146,-228927.2228,-713794.5255,299374.755,90151.71853,399998.7907,198593.6453,430012.3774,360.7864807,-97065.62332,146563.7649,200325.7339,-749515.9648,-136046.0827,28978.50327,380971.2647,-100875.8934,1
136910938,34237326.08,17595593.03,4741559.089,-5026924.833,-5236282.95,-762381.8961,4867739.097,2521523.711,-1735629.728,-1704421.191,1143881.641,1862704.46,1972164.974,84876.43509,-1460110.243,-1139035.221,334659.4444,486093.7871,43026.56217,-499458.9943,-376454.1989,335860.7455,951850.2699,-111938.9091,-1076889.502,-422780.7454,868383.3699,944464.9214,-25944.45407,1
62451286,2137365.11,-7829237.874,-66630.83288,19596.384,1301810.294,448651.6337,-1098884.411,-642688.0082,-349656.0915,612759.7817,-55479.83681,131130.9166,-1057550.887,768331.6132,-1004193.246,770727.6153,-217693.6965,-286807.9644,472780.1989,-691918.1244,538324.0799,-387197.9425,204664.3812,-93952.69083,-52067.01679,42047.28015,46567.83978,-128425.3336,120624.2997,1
177801268,-16060667.25,3179426.993,-5547904.025,-2046666.164,7697751.574,-1544133.193,-1433951.906,1291706.961,820255.7557,-1974200.109,210763.9596,963409.2796,-1004435.665,-568449.5687,1011171.177,15945.49717,284607.8521,-144953.6919,-544468.116,340895.7923,-493274.5041,301935.3199,-163518.8471,-60941.83282,603886.8292,-175099.6749,30347.91227,-267330.0949,-401659.8872,1
180483478,10697693.57,1222242.574,-1283654.357,2486899.07,-403356.0928,-1805385.782,1571449.519,-405386.3418,963974.3045,-1227674.296,331486.3353,1031991.325,-788081.0447,-72824.35613,-103798.7675,648898.4956,168880.9967,-1040588.801,704265.8887,-229281.083,464547.4108,-831964.6987,479597.7531,-58662.79333,243656.6238,-516552.3715,328930.6335,-157966.8944,196353.3926,1
67432802,-3445617.597,-3739731.276,5763845.524,-3990081.656,10916211.7,-12884879.27,6636015.935,-13409473.38,-10225227.35,-636319.8662,-9481414.533,2290442.077,-2535881.744,-532468.2343,1175179.892,-2911225.258,-2464022.638,-2088772.852,507273.9396,-1475608.128,-646801.7368,-1107809.953,533107.0947,-111128.0247,385356.5256,2192605.167,88276.77308,4518658.615,-1505673.23,0
10695890,1392088.087,1007819.388,685351.6229,687763.8839,-183234.8274,-340757.3328,-98354.64444,-248553.2497,-211901.1507,-296575.3448,-61750.90933,-158273.7601,-151673.9832,49512.8667,503642.6832,476277.2006,172270.0203,129898.5643,135825.7808,215155.679,324170.9397,251362.1493,71870.50486,42823.29137,-5317.704655,-283706.39,-150667.2915,4852.041612,-60307.19997,0
10929212,1492563.986,-642239.4606,-2225813.804,-507458.5994,759772.4945,551823.6698,71079.91887,-485056.6097,673831.575,384221.1164,-696034.9229,-123194.698,398103.9437,-104544.2321,-137277.2332,29431.902,263737.6306,158742.4381,-106610.3687,-379414.6377,68358.97554,268554.463,27300.57385,-206153.9703,-75172.00176,45383.30802,198854.8027,4470.477263,3300.486826,0
55906370,2370643.118,3276299.347,-3729064.644,-1305014.666,-20767.77628,480116.6634,-309602.1491,1227238.234,218946.9489,102195.9815,1469501.022,1106546.31,1185204.994,882529.3031,920111.8847,727261.1098,189128.1479,530015.8602,-34478.6767,43096.68603,-10134.94984,-315833.2073,18151.68968,-440523.849,-158220.5506,-443182.5407,-41408.89571,-161478.9508,-71483.91415,0
147828918,20885568.53,-9111088.384,-5545611.175,-7065538.154,10904897.53,-3286307.958,-4794558.654,6489283.716,-4783390.614,620910.062,1790073.88,-2343058.895,3107479.929,-3264011.518,680921.2762,1125755.055,-1586301.293,1283908.385,-1115372.003,675977.2583,-398722.1722,-396633.843,791641.9787,-245678.6217,-408263.8175,402462.6627,-112259.3802,-116289.3301,148957.6313,1
159763954,7299827.168,-2523547.577,4315609.072,-754839.5697,2069264.222,182378.8755,499599.5564,206226.5622,-405023.073,1125411.466,134501.7742,-591217.4549,-932519.9738,1228432.952,445364.6883,989910.9768,-197603.4501,551315.53,533908.4605,-440302.1867,92265.0529,-831569.3167,-97551.33597,-637071.0585,241811.6222,471317.8155,217525.1064,162482.6323,-207317.5322,0
120461068,30683065.15,8058520.443,1412291.614,282722.5424,604964.0872,-664412.2868,568169.9248,332127.432,595106.6794,27252.18012,-410200.9446,169332.3812,354334.899,131198.7778,233077.699,-110443.4537,123847.7156,323798.8658,-615220.2791,750485.6767,-690586.7094,474129.373,83401.05771,-114101.0741,-201511.1219,132232.2976,-50899.2536,132775.7826,-71544.87247,1
159495734,13905194.1,-5759682.315,-5289278.73,1591943.72,970595.6437,-1871694.396,548720.0263,551231.8931,-739957.4481,571714.2861,-617511.6637,-378933.6206,663353.3566,-269611.18,-424903.3403,531539.2465,-2499.627117,-498832.2377,583493.2572,-456487.3648,-97926.20758,315266.9558,-165642.0612,-188228.1672,321365.1767,-186429.4424,-209019.519,216916.5535,-162563.0273,0
165640232,15810854.83,-2313235.758,-3635098.129,5378769.202,-730737.037,-3219489.176,172161.6046,-4483164.054,1469384.387,1547422.431,-642728.6783,959430.0169,383645.6507,-3269987.066,1948202.672,427380.0039,404034.174,-33463.93312,107559.849,-1786332.441,486246.287,64659.96714,-640684.5259,2796540.734,-789290.4755,-75061.66568,315107.303,-529118.493,896306.4352,0
213304916,23159757.81,4456540.815,15801584.01,-3282095.359,-2332151.33,-1632512.731,-1284995.447,4496957.588,3311101.819,-2142940.868,854835.9991,125985.476,-482834.8361,-3150459.728,588263.174,2039130.706,204642.807,1219600.003,-2364511.369,-108520.2126,-500975.1328,408317.5008,351626.6555,826710.1554,294852.6224,-707851.3793,-107259.5248,-995847.5636,-114371.4725,0
160311874,2843193.563,22463666.99,15150487.03,-6515185.997,-268136.291,-1322703.279,-982311.8681,821761.5978,1044754.408,-735853.7778,-489623.2943,1670228.687,1106880.076,205360.0831,-2007304.716,-1483587.912,-874954.5155,-112580.9175,473500.3449,1160642.463,-267396.965,-402916.4472,57523.32175,-280883.1755,495087.2592,-953462.009,-348326.189,338225.8039,259415.8273,1
126132366,4784642.591,-14738597.56,-520969.7198,-11362078.62,440168.8399,-10837729.95,-1163573.584,-9306295.927,-1988943.738,-8012599.464,59514.78202,-9118794.699,-237247.5335,-4103646.381,-946450.3132,-2939726.761,-158931.086,-2858899.947,-818818.7667,-367025.0869,-853999.9013,-585973.972,-575755.0642,952819.3187,-91069.05289,1743402.326,11671.82057,2304143.397,177006.184,0
159427700,-12481381.03,-4840372.057,16631263.03,-5960026.344,-8891960.102,10370237.75,-1463724.996,9302484.365,-6468634.005,-4814881.136,-4311482.04,-2739170.642,-6706548.141,-2828944.005,2015898.576,811362.9111,-4750117.528,309779.3532,-1028812.312,-1450863.227,-1720308.867,-2639051.187,6095134.827,-4401927.42,4429453.348,122091.3297,3370433.349,-2796820.256,-105113.361,0
268943168,1842885.239,953493.807,2494110.457,424990.4303,-1746561.741,-2853458.251,209357.0834,285067.7848,59593.62553,2120090.286,995278.591,-2196555.784,-1894343.177,-262328.5117,1357222.36,2035578.081,-81125.31027,-1631094.254,-370625.3191,16351.99382,-99874.2495,746491.303,598682.7148,-210521.9445,-248576.5771,-533645.4699,-313639.856,501929.1325,270969.8752,1
106959060,15028075.83,-3762852.148,-1244392.854,3839613.05,-425391.653,-1476270.843,1456169.651,-896202.2095,-884771.9263,1414650.402,-303390.0646,-768758.5668,349394.4615,20106.63837,-391699.2482,15976.59494,183306.6992,-786285.1696,-210870.6226,616622.4658,-30462.89247,-534820.3782,156722.1142,-426081.2839,-395064.6411,-189966.6786,564372.1412,-114057.6106,263507.3022,1
190441106,45622577.12,20550064.33,10846269.51,-4038123.386,-6398135.821,-5061868.203,-4457989.826,-756607.6526,6262968.479,5383894.601,679992.2326,-3057483.99,-2228677.409,-1449191.755,-1259018.025,2033686.673,2017578.765,1624618.085,11977.62423,-1891372.627,25065.43923,-775235.968,-23013.55048,1050186.692,-466556.9577,350325.0447,90035.73934,-368367.0403,-793787.8815,1
